Country,State,cuisine,title,URL,rating,total_time,prep_time,cook_time,description,ingredients_list,instructions,serves,rating_count,calories,carbohydrateContent,cholesterolContent,fiberContent,proteinContent,saturatedFatContent,sodiumContent,sugarContent,fatContent,ingredients,animal_der,milk_der,plant_der,diet_type
US,Louisiana,Louisiana,Cajun Crawfish and Shrimp Étouffée,https://www.allrecipes.com/recipe/70483/cajun-crawfish-and-shrimp-etouffee/,4.8,70.0,20.0,50.0,"An authentic Louisiana recipe with a rich and spicy fresh tomato based roux with fresh garlic, bell peppers, celery and onions mixed with crawfish and shrimp. A little time consuming but well worth it!! Serve over steamed rice with hushpuppies and/or crackers on the side.","['0.33333334326744 cup vegetable oil', '0.25 cup all-purpose flour', '1 small green bell pepper, diced', '1 medium onion, chopped', '2 cloves garlic, minced', '2 stalks celery, diced', '2 medium fresh tomatoes, chopped', '2 tablespoons Louisiana-style hot sauce', '0.33333334326744 teaspoon ground cayenne pepper', '2 tablespoons seafood seasoning', '0.5 teaspoon ground black pepper', '1 cup fish stock', '1 pound crawfish tails', '1 pound medium shrimp, peeled and deveined']","[""Heat the oil in a heavy skillet over medium heat. Gradually stir in flour, and stir constantly until the mixture turns 'peanut butter' brown or darker, at least 15 or 20 minutes. I use a large fork with the flat side to the bottom of the pan in a side to side motion. This is your base sauce or 'roux'. It is very important to stir this constantly. If by chance the roux burns, discard and start over."", 'Once the roux is browned, add the onions, garlic, celery and bell pepper to the skillet, and saute for about 5 minutes to soften. Stir in the chopped tomatoes and fish stock, and season with the seafood seasoning. Reduce heat to low, and simmer for about 20 minutes, stirring occasionally.', 'Season the sauce with hot pepper sauce and cayenne pepper (if using), and add the crawfish and shrimp. Cook for about 10 minutes, or until the shrimp are opaque.']",6,584,264.0,9.0,196.0,1.0,25.0,2.0,956.0,3.0,14.0,"['bell', 'stalks', 'celery', 'tails', 'tomatoes', 'cloves', 'sauce', 'onion', 'ground', 'stock', 'pepper', 'flour', 'shrimp', 'crawfish', 'oil']",shrimp,,"bell, stalks, celery, tails, tomatoes, cloves, sauce, onion, ground, stock, pepper, flour, crawfish, oil",nveg
US,Louisiana,Louisiana,Muffuletta Sandwich,https://www.allrecipes.com/recipe/34367/muffuletta-sandwich/,4.6,15.0,15.0,0.0,"My Italian family loves this recipe! A crusty loaf of Italian bread is cut in half, and layered with olives, and various meats and cheeses.","['1 (1 pound) loaf fresh Italian bread', '0.33333334326744 cup olive oil', '0.33333334326744 cup grated Parmesan cheese', '1 tablespoon dried basil', '1 tablespoon dried oregano', '8 oil-cured black olives, pitted and chopped', '8 pitted green olives, chopped', '0.25 pound thinly sliced salami', '0.25 pound thinly sliced ham', '0.5 pound provolone cheese, sliced', '0.25 pound mozzarella cheese, sliced']","['Slice bread in half lengthwise. Drizzle olive oil on both sides. Sprinkle both sides with Parmesan cheese, basil, and oregano.', 'On the bottom half, layer chopped black olives and chopped green olives, then the salami, ham, provolone, and mozzarella. Cover with top layer, and cut into 4 servings.']",4,70,975.0,61.0,107.0,4.0,46.0,22.0,2790.0,2.0,60.0,"['salami', 'olives', 'oregano', 'basil', 'ham', 'bread', 'loaf', 'mozzarella', 'cheese', 'parmesan', 'provolone', 'oil']",ham,"provolone, mozzarella, cheese, parmesan","salami, olives, oregano, basil, bread, loaf, oil",nveg
US,Louisiana,Louisiana,Crawfish Chowder,https://www.allrecipes.com/recipe/23572/crawfish-chowder/,4.8,45.0,20.0,25.0,"A creamy chowder consisting of green onions, corn, crawfish, cream of potato and mushroom soups, and a bit of cayenne pepper for a little kick. Serve with cornbread, or some crusty French bread.","['0.25 cup butter', '0.5 bunch green onions, chopped', '0.5 cup butter', '2 pounds frozen crawfish, cleaned', '2 (10.75 ounce) cans condensed cream of potato soup', '1 (10.75 ounce) can condensed cream of mushroom soup', '1 (15.25 ounce) can whole kernel corn, drained', '4 ounces cream cheese, softened', '2 cups half-and-half cream', '0.5 teaspoon cayenne pepper']","['Melt 1/4 cup of butter in a large skillet over medium heat. Saute green onions in butter until tender. Remove from pan, and set aside. In the same skillet, melt 1/2 cup of butter, and saute the crawfish for 5 minutes; set aside.', 'In a large pot over medium heat, combine potato soup, mushroom soup, corn, and cream cheese. Mix well, and bring to a slow boil. Stir in half-and-half, sauteed green onions, and crawfish. Season with cayenne pepper. Bring to a low boil, and simmer 5 minutes to blend flavors.']",10,296,395.0,21.0,167.0,2.0,18.0,16.0,934.0,3.0,28.0,"['mushroom', 'butter', 'cream', 'kernel', 'potato', 'soup', 'cheese', 'pepper', 'cayenne', 'corn', 'onions', 'crawfish']",,"butter, cream, cheese","mushroom, kernel, potato, soup, pepper, cayenne, corn, onions, crawfish",veg
US,Louisiana,Louisiana,Chef John's New Orleans-Style Barbequed Shrimp,https://www.allrecipes.com/recipe/232809/chef-johns-new-orleans-style-barbequed-shrimp/,4.8,110.0,20.0,90.0,"This indigenous American shellfish dish, cooked on the stovetop, has plenty of big flavors from garlic, rosemary, and freshly cracked black pepper. Serve over hot cooked rice. Use the largest shrimp you can get.","['1.5 pounds colossal shrimp, EZ-peel type (deveined and shells split down the back)', '1.5 tablespoons vegetable oil', '1 tablespoon freshly ground black pepper, or to taste', '0.25 teaspoon smoked paprika', '0.125 teaspoon cayenne pepper', '0.125 teaspoon seafood seasoning (such as Old Bay®)', '1 tablespoon butter', '2 cups chicken stock', 'lemon, juiced', '2 tablespoons Worcestershire sauce, or more to taste', '2 dashes hot sauce, or to taste', '3 tablespoons cold butter, cut into chunks', '6 cloves garlic, minced', '1 tablespoon minced fresh rosemary', '1 sprig fresh rosemary for garnish']","['Peel shrimp and place into a mixing bowl; set shrimp shells aside in a saucepan.', 'Drizzle vegetable oil over shrimp and season with black pepper, smoked paprika, cayenne pepper, and seafood seasoning. Mix shrimp to coat with spices and cover bowl with plastic wrap; refrigerate shrimp to absorb flavors, at least 1 hour.', 'Place reserved shrimp shells in saucepan over medium-high heat with 1 tablespoon butter; cook and stir until shells are pink and fragrant, 1 to 2 minutes. Pour in chicken stock, bring to a boil, and reduce heat to low; simmer until shrimp shells have given off their flavor, 20 to 30 minutes.', 'Strain shrimp stock through a fine mesh strainer into a bowl and add lemon juice, Worcestershire sauce, and hot sauce. Stir to combine.', 'Place a large skillet over high heat until pan is very hot; sear shrimp in the very hot, dry pan until shrimp are browned, about 1 minute per side.', 'Stir 3 tablespoons cold butter, garlic, and minced rosemary into shrimp; cook and stir until shrimp are opaque in the middle and garlic is fragrant, 1 minute. Pour in shrimp stock.', 'Transfer shrimp from skillet to a bowl, using a slotted spoon; reserve sauce in skillet. Bring sauce to a boil and cook until reduced slightly, about 5 minutes. Adjust seasoning to taste. Return shrimp to pan, reduce heat to low, and warm through, about 1 minute. Serve shrimp drizzled with pan sauce; garnish with a rosemary sprig.']",4,86,308.0,8.0,290.0,2.0,29.0,9.0,837.0,1.0,19.0,"['chunks', 'cloves', 'sauce', 'paprika', 'type', 'stock', 'pepper', 'shrimp', 'butter', 'rosemary', 'bay', 'lemon', 'seafood', 'cayenne', 'ezpeel', 'oil', 'shells', 'dashes', 'worcestershire']","shrimp, seafood",butter,"chunks, rosemary, cloves, sauce, bay, shells, paprika, lemon, dashes, type, stock, pepper, cayenne, worcestershire, ezpeel, oil",nveg
US,Louisiana,Louisiana,'Momma Made Em' Chicken and Sausage Gumbo,https://www.allrecipes.com/recipe/200618/momma-made-em-chicken-and-sausage-gumbo/,4.6,235.0,20.0,215.0,"Chicken, sausage, and okra gumbo made from scratch the old-school way, with a deep, rich roux and plenty of time for simmering.","['1 (3 pound) whole chicken', '0.5 cup all-purpose flour', '0.5 cup vegetable oil', '1 (10 ounce) package frozen chopped onions', '1 (10 ounce) package frozen green bell peppers', '5 stalks celery, finely chopped', ""1 tablespoon Cajun seasoning (such as Tony Chachere's), or to taste"", '2 whole bay leaves', '1 (28 ounce) can diced tomatoes', '1 pound fully-cooked smoked beef sausage (such as Hillshire Farm®), sliced', '1 (10 ounce) package frozen sliced okra', 'salt and black pepper to taste']","['Fill a large pot partially with lightly salted water, and place the chicken in the pot. Bring to a boil, reduce the heat to a simmer, and cook the chicken until the meat is no longer pink and the juices run clear, about 1 hour. Remove the chicken from the broth, and crack open the carcass to allow the chicken to cool. Reserve the chicken broth. After the chicken has cooled enough to handle, pick the meat from the bones, and set aside.', 'While the chicken is simmering, make a roux by whisking together the flour and vegetable oil in a large, heavy saucepan over medium-low heat. Cook and stir the mixture, watching constantly to avoid burning, until the roux is a rich chocolate brown color, 20 to 30 minutes.', 'As soon as the roux has reached the desired color, stir in the onions, bell peppers, celery, Cajun seasoning, and bay leaves, and simmer, stirring occasionally, until the vegetables are tender, about 45 minutes. Pour in the reserved chicken broth, diced tomatoes, and beef sausage, and simmer, stirring occasionally, until the mixture has thickened, about 1 hour.', 'Mix in the reserved chicken meat and okra, bring back to a simmer, and cook, stirring occasionally, until the okra is tender and the flavors have blended, 30 to 40 minutes.']",10,50,437.0,15.0,67.0,3.0,21.0,9.0,835.0,3.0,32.0,"['hillshire', 'salt', 'bell', 'celery', 'leaves', 'pepper', 'flour', 'okra', 'stalks', 'tomatoes', 'bay', 'beef', 'farm', 'tony', 'oil', 'cajun', 'sausage', 'peppers', 'chicken', 'onions']","beef, chicken, sausage",,"bell, celery, stalks, tomatoes, bay, hillshire, salt, cajun, peppers, leaves, farm, pepper, flour, okra, tony, onions, oil",nveg
US,Louisiana,Louisiana,Tanya's Louisiana Southern Fried Chicken,https://www.allrecipes.com/recipe/8802/tanyas-louisiana-southern-fried-chicken/,4.5,30.0,10.0,20.0,Eggs and evaporated milk in the herbed batter make this rich fried chicken extra moist and flavorful.,"['1 (3 pound) whole chicken, cut into 6 pieces', '2 eggs, beaten', '1 (12 fluid ounce) can evaporated milk', '2 teaspoons salt', '2 teaspoons ground black pepper', '2 teaspoons garlic powder', '2 teaspoons onion powder', '2.5 cups all-purpose flour', '1.5 cups vegetable oil for frying']","['In a medium size bowl mix together the eggs and milk. Add ALMOST all of the salt, pepper, garlic powder, and onion powder (reserve a dash of each for seasoning the chicken pieces). Set aside.', 'Sprinkle a dash of the remaining salt, pepper, garlic powder and onion powder onto both sides of the chicken pieces.', 'In a large skillet, heat the oil over medium heat. Put the flour in a plastic bag. One piece at a time, dip the chicken into the egg/milk mixture then add to the plastic bag. Shake the bag so that the flour is covering each piece of chicken.', ""You can check to see if the oil is hot enough by sprinkling a little flour in the skillet. If it fries, it's hot enough! Place the chicken pieces in the skillet. After about 5 minutes, turn the chicken over. Let chicken fry for about 15 minutes or until the meat is cooked through and the juices run clear. Enjoy!""]",6,115,638.0,48.0,177.0,2.0,43.0,9.0,960.0,7.0,30.0,"['eggs', 'milk', 'salt', 'onion', 'chicken', 'fluid', 'ground', 'pepper', 'flour', 'oil']","eggs, chicken",milk,"salt, onion, fluid, ground, pepper, flour, oil",nveg
US,Louisiana,Louisiana,Sazerac Cocktail,https://www.allrecipes.com/recipe/221321/sazerac-cocktail/,4.8,5.0,5.0,0.0,"There's a lot to love about this classic whiskey and bitters beverage. The official drink of New Orleans, the Sazerac is every bit as aromatic and flavorful as most anything else from down on the bayou.","['ice', ""3 dashes Peychaud's Bitters®"", '2 dashes Angostura Bitters®', '1 sugar cube', '1 cup ice cubes', '2 fluid ounces rye whiskey', '1 lemon peel']","['Fill a rocks glass with 1 cup ice and set aside to chill, about 5 minutes. Discard ice.', ""Combine Peychaud's Bitters, Angostura Bitters and sugar cube in a cocktail shaker; mash well with a cocktail muddler. Add 1 cup ice and whiskey. Stir until chilled and strain into the chilled glass."", 'Twist a lemon peel over the surface of the cocktail to extract the essence; discard lemon peel.']",1,4,152.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,"['bitters', 'angostura', 'cube', 'ice', 'sugar', 'whiskey', 'cubes', 'dashes', 'fluid', 'peel', 'peychaud']",,,"bitters, angostura, cube, ice, sugar, whiskey, cubes, dashes, fluid, peel, peychaud",vegan
US,Louisiana,Louisiana,Shrimp Remoulade Galatoire's,https://www.allrecipes.com/recipe/86062/shrimp-remoulade-galatoires/,4.0,495.0,15.0,480.0,Try this classic cold appetizer and you'll think you're in the famous Galatoire's Restaurant in New Orleans. Chilled shrimp are served in a flavorful sauce atop lettuce leaves. Garnish the plate with sliced hard-cooked eggs and a few green and black olives.,"['4 stalks celery, coarsely chopped', '4 green onions, chopped', '1 small onion, chopped', '0.75 cup Italian flat leaf parsley', '0.5 cup red wine vinegar', '0.5 cup ketchup', '0.5 cup tomato puree', '0.5 cup Creole mustard', '1 teaspoon Worcestershire sauce', '1.125 cups vegetable oil', '2 teaspoons paprika', '2 pounds large cooked shrimp, peeled and deveined', '12 lettuce leaves']","['In the container of a food processor, combine the celery, green onions, onion and parsley. Pulse until finely chopped. Add the vinegar, ketchup, tomato puree, mustard and Worcestershire sauce. Process until well blended, stopping to scrape down the sides a couple of times. With the food processor running, drizzle the oil in a steady stream, processing until blended. Stir in paprika. Transfer to a bowl, cover and refrigerate for 6 to 8 hours, or overnight.', 'When ready to serve, stir the sauce, then pour over the shrimp and toss to coat. Serve on top of lettuce leaves.']",12,8,345.0,8.0,148.0,1.0,17.0,4.0,390.0,5.0,28.0,"['ketchup', 'wine', 'celery', 'sauce', 'leaf', 'leaves', 'shrimp', 'stalks', 'lettuce', 'puree', 'onion', 'parsley', 'oil', 'vinegar', 'tomato', 'creole', 'onions', 'mustard', 'worcestershire']",shrimp,,"ketchup, celery, stalks, lettuce, vinegar, sauce, puree, onion, leaf, leaves, tomato, wine, creole, parsley, worcestershire, onions, mustard, oil",nveg
US,Louisiana,Louisiana,Cabbage Jambalaya,https://www.allrecipes.com/recipe/36110/cabbage-jambalaya/,4.4,65.0,20.0,45.0,"An easy recipe that will have the kids eating cabbage like it's going out of style! Ground beef and sausage are simmered together with tomatoes, onion, celery, cabbage and rice.","['1 pound ground beef', '1 pound smoked sausage, cut into 1/4-inch slices', '1 onion, chopped', '3 stalks celery, chopped', '1 clove garlic, chopped', '1 medium head cabbage, chopped', '1 (14.5 ounce) can stewed tomatoes', '14.5 fluid ounces water', '1 cup uncooked rice', '1 pinch garlic salt, or to taste']","['Combine ground beef, smoked sausage, onion, celery, and garlic in a large stock pot over medium-high heat. Cook and stir until beef is evenly browned, about 5 minutes. Stir in cabbage, tomatoes, water, and rice. Season with garlic salt.', 'Bring to a boil; reduce heat to low. Cover and cook, stirring once, until rice is tender, 35 to 40 minutes.']",6,443,550.0,45.0,96.0,5.0,29.0,11.0,1610.0,11.0,29.0,"['stalks', 'celery', 'tomatoes', 'sausage', 'salt', 'clove', 'onion', 'ground', 'beef', 'water', 'rice', 'garlic', 'cabbage']","beef, sausage",,"stalks, celery, tomatoes, salt, clove, onion, ground, water, rice, garlic, cabbage",nveg
US,Louisiana,Louisiana,French Quarter Bread Pudding,https://www.allrecipes.com/recipe/21550/french-quarter-bread-pudding/,4.5,80.0,20.0,60.0,This is an old family heirloom from my French auntie. Serve with a lemon or bourbon sauce. Enjoy!,"['1 (1 pound) loaf French bread', '0.5 cup chopped pecans', '0.5 cup unsalted butter, melted', '3 eggs', '1 cup half-and-half cream', '1.25 cups milk', '0.5 teaspoon ground cinnamon', '0.5 teaspoon ground nutmeg', '1 cup white sugar', '1 teaspoon vanilla extract', '0.25 cup golden raisins']","['Preheat oven to 325 degrees F (165 degrees C). Cut bread into 1 inch thick slices. Arrange bread slices and pecans on a baking sheet and drizzle with melted butter; toast lightly.', 'In a large bowl, beat together eggs, cream, milk, cinnamon, nutmeg, sugar and vanilla. Put bread and pecans in a lightly greased 7x11 in casserole dish. Pour egg mixture over bread. Make sure that bread slices are saturated with liquid.', 'Bake in preheated oven for 60 minutes, until golden. Serve warm.']",8,63,505.0,64.0,115.0,2.0,12.0,11.0,420.0,29.0,24.0,"['eggs', 'butter', 'cream', 'milk', 'nutmeg', 'cinnamon', 'bread', 'sugar', 'extract', 'ground', 'pecans', 'raisins', 'vanilla']",eggs,"butter, cream, milk","nutmeg, cinnamon, bread, sugar, extract, ground, pecans, raisins, vanilla",nveg
US,Louisiana,Louisiana,Crawfish Pie,https://www.allrecipes.com/recipe/213575/crawfish-pie/,4.8,85.0,20.0,65.0,"Crawfish pie is a famous Cajun dish, and this version is loaded with crawfish tail meat and vegetables, with a hint of heat from cayenne pepper.","['1 (9 inch) prepared deep-dish pie crust', '0.25 cup butter', '1 cup chopped onion', '0.5 cup chopped green bell pepper', '0.5 cup chopped celery', '1.5 teaspoons salt', '0.5 teaspoon ground cayenne pepper', '0.125 teaspoon white pepper', '1 cup diced tomatoes', '12 ounces peeled crawfish tails', '2 tablespoons all-purpose flour', '1 cup water']","['Place the pie crust into a deep-dish pie plate.', 'Melt butter in a large skillet over medium heat, and cook and stir the onion, green pepper, celery, salt, cayenne pepper, and white pepper until the vegetables are tender and the onion is translucent, about 5 minutes. Stir in the tomatoes and crawfish tails, reduce heat to medium-low, and cook for about 3 minutes to blend flavors, stirring occasionally.', 'Whisk flour and water together in a bowl until the mixture is smooth, and pour the flour mixture into the skillet. Bring the filling to a simmer, and cook, stirring constantly, until the mixture thickens, about 5 minutes. Remove from heat and allow to stand for 20 to 30 minutes to finish thickening.', 'While filling is cooling, preheat oven to 400 degrees F (200 degrees C). Pour the filling into the prepared pie crust, and bake in the preheated oven until the crust is golden brown and the filling is hot and bubbling, 30 to 40 minutes. Cool for 10 minutes before serving.']",6,28,286.0,20.0,79.0,2.0,10.0,8.0,845.0,3.0,18.0,"['bell', 'pie', 'butter', 'tails', 'crust', 'tomatoes', 'celery', 'salt', 'onion', 'ground', 'water', 'pepper', 'flour']",,butter,"bell, pie, tails, celery, crust, tomatoes, salt, onion, ground, water, pepper, flour",veg
US,Louisiana,Louisiana,Cindy's Jambalaya,https://www.allrecipes.com/recipe/214381/cindys-jambalaya/,4.8,70.0,20.0,50.0,This is a tradition here in the South. Add anything you like to this basic recipe!,"['1 tablespoon olive oil', '0.5 pound smoked sausage (such as Conecuh©), cut into 1/4-inch thick slices', '1 large onion, chopped', '1 cup chopped green bell pepper', '1 cup chopped celery', 'salt to taste', '0.5 teaspoon Cajun seasoning, or to taste', '1 cup uncooked white rice', '1 (14.5 ounce) can diced tomatoes with juice', '1 tablespoon minced garlic', '2 cups chicken broth', '3 bay leaves', '0.25 teaspoon dried thyme leaves', '1 pound peeled and deveined medium shrimp (30-40 per pound)']","['Heat the olive oil in a Dutch oven or large pot over medium heat. Stir in the sausage, and cook for 2 minutes. Add the onion, bell pepper, and celery; season with salt and Cajun seasoning. Cook and stir until the vegetables are soft, 6 to 8 minutes. Stir in the rice until evenly coated in the vegetable mixture, then pour in the tomatoes with juice, garlic, chicken broth, bay leaves, and thyme leaves. Bring to a simmer over medium-high heat, then reduce heat to medium-low, cover, and simmer 20 minutes.', 'After 20 minutes, stir in the shrimp, and cook 10 minutes uncovered until the shrimp turn pink and are no longer translucent in the center. Remove the pot from the heat, and let stand 5 minutes. Discard the bay leaves before serving.']",8,833,284.0,25.0,107.0,2.0,18.0,4.0,889.0,4.0,12.0,"['bell', 'juice', 'celery', 'tomatoes', 'thyme', 'bay', 'salt', 'conecuh', 'cajun', 'onion', 'sausage', 'leaves', 'thick', 'pepper', 'rice', 'shrimp', 'broth', 'oil']","shrimp, sausage",,"bell, juice, celery, tomatoes, thyme, bay, salt, conecuh, cajun, onion, leaves, thick, pepper, rice, broth, oil",nveg
US,Louisiana,Louisiana,Mama's Tomato Gravy,https://www.allrecipes.com/recipe/147151/mamas-tomato-gravy/,4.6,15.0,5.0,10.0,"This dish is truly a taste of Louisiana Cajun Country. My mama made countless batches of biscuits and tomato gravy in her lifetime. I'm sure she learned to make this from her mother. This is the dish that puts my feet back under my mama's table. Serve with love over hot buttermilk biscuits along with bacon or sausage for breakfast, brunch, lunch or dinner.","['0.25 cup bacon drippings', '3 tablespoons all-purpose flour', '2 cups water', '0.5 (6 ounce) can tomato paste', 'salt and ground black pepper to taste']","['Heat bacon drippings in a skillet over medium-high heat. Stir the flour into the bacon drippings and cook, stirring constantly, until lightly browned. Slowly pour the water into the flour mixture while whisking. Whisk in the tomato paste. Cook the mixture until it begins to thicken. Reduce heat to low and simmer until thick, about 5 minutes. Season with salt and pepper.']",8,51,86.0,4.0,7.0,1.0,1.0,3.0,96.0,1.0,8.0,"['drippings', 'salt', 'bacon', 'water', 'ground', 'pepper', 'flour', 'paste']",bacon,,"drippings, salt, water, ground, pepper, flour, paste",nveg
US,Louisiana,Louisiana,Sweet Potato Pone,https://www.allrecipes.com/recipe/189848/sweet-potato-pone/,4.7,130.0,20.0,110.0,"This quick bread is made with mashed sweet potato, brown sugar, and cinnamon.","['1 large sweet potato, cut into chunks', '1 cup brown sugar', '1 cup butter', '0.33333334326744 cup sweetened condensed milk', '1 teaspoon vanilla extract', '1 teaspoon ground cinnamon', '1 pinch salt', '2 eggs']","['Preheat oven to 350 degrees F (175 degrees C). Grease a casserole dish with butter or oil.', 'Place the sweet potato chunks into a large pot and cover with salted water. Bring to a boil; reduce heat to medium-low, cover, and simmer until tender, about 20 minutes. Drain and transfer to a large bowl.', 'Mash the potatoes with a potato masher. Add the brown sugar, butter, condensed milk, vanilla extract, cinnamon, and salt to the mashed potato; beat with a wire whisk until fluffy. Crack the eggs into the bowl and continue whisking until the mixture is light in color; pour into the prepared dish.', 'Bake in the preheated oven until golden brown, about 90 minutes.']",12,13,279.0,31.0,75.0,1.0,3.0,10.0,157.0,24.0,17.0,"['chunks', 'butter', 'eggs', 'milk', 'potato', 'cinnamon', 'salt', 'sugar', 'extract', 'ground', 'vanilla']",eggs,"butter, milk","chunks, potato, cinnamon, salt, sugar, extract, ground, vanilla",nveg
US,Louisiana,Louisiana,Muffuletta Pinwheels,https://www.allrecipes.com/recipe/213442/muffuletta-pinwheels/,4.5,150.0,30.0,120.0,"This muffuletta roll filled with ham, salami, cheese, and an olive salad is a tasty, appetizer-sized version of the New Orleans sandwich.","['0.33333334326744 cup finely chopped pimento-stuffed green olives', '0.33333334326744 cup finely chopped black olives', '0.5 teaspoon dried oregano', '1 tablespoon extra-virgin olive oil, or to taste', '2 (8 ounce) packages cream cheese, softened', '1 pinch dried oregano', '1 pinch garlic powder', '5 (10 inch) flour tortillas', '0.25 pound thinly sliced ham', '0.25 pound thinly sliced provolone cheese', '0.25 pound thinly sliced salami', '0.25 pound thinly sliced mozzarella cheese']","['Mix green olives, black olives, 1/2 teaspoon oregano, and oil together in a small bowl.', 'Combine cream cheese with 1 pinch each of oregano and garlic salt in a medium bowl; beat with an electric mixer until smooth.', 'Spread cream cheese mixture onto each tortilla, then spread olive mixture over the top. Layer each tortilla with ham, provolone, salami, and mozzarella slices. Roll tortillas up and wrap in aluminum foil. Chill for at least 2 hours.', 'When ready to serve, remove the foil and slice each roll at a 45-degree angle into ten 1-inch pieces.']",50,53,83.0,4.0,16.0,0.0,3.0,3.0,219.0,0.0,6.0,"['salami', 'tortillas', 'olives', 'oregano', 'ham', 'mozzarella', 'cheese', 'flour', 'provolone', 'oil']",ham,"mozzarella, cheese, provolone","salami, tortillas, olives, oregano, flour, oil",nveg
US,Louisiana,Louisiana,Slow Cooker Red Beans and Rice,https://www.allrecipes.com/recipe/233662/slow-cooker-red-beans-and-rice/,4.4,495.0,15.0,480.0,"The ultimate comfort food: red beans cooked with smoked sausage, then served over rice.","['6 cups water', '1 (16 ounce) package dry kidney beans', '12 ounces smoked sausage, sliced', '1 onion, chopped', '1 green bell pepper, chopped', '1 stalk celery, chopped, or to taste', '2 cloves garlic, minced, or to taste', '1 bay leaf', 'salt and pepper to taste']","['Combine water, kidney beans, sausage, onion, green bell pepper, celery, garlic, and bay leaf in the bowl of a slow cooker and stir to combine. Set slow cooker to Low and cook for at least 8 hours. Remove bay leaf and discard. Season with salt and ground black pepper to taste.']",8,62,371.0,39.0,29.0,9.0,23.0,5.0,676.0,4.0,14.0,"['bell', 'celery', 'bay', 'cloves', 'salt', 'sausage', 'onion', 'leaf', 'beans', 'water', 'kidney', 'pepper']","kidney, sausage",,"bell, celery, bay, cloves, salt, onion, leaf, beans, water, pepper",nveg
US,Louisiana,Louisiana,Cajun Sweet Dough,https://www.allrecipes.com/recipe/12480/cajun-sweet-dough/,4.4,15.0,0.0,15.0,This dough is traditionally used for turnovers but it can be used as pie crust. It is sweet and delicious and bakes up beautifully!,"['0.75 cup unsalted butter, softened', '1.3333333730698 cups white sugar', '1 teaspoon vanilla extract', '1 egg', '4.5 cups all-purpose flour', '2 teaspoons baking powder', '1 teaspoon salt', '0.5 cup milk', '1 (12.5 ounce) can cherry pie filling', '1 egg white (for egg wash)']","['Sift together flour, baking powder, and salt. Set aside.', 'Beat butter in a separate bowl, then add sugar a little at a time. Add vanilla and beat mixture until it is nice and fluffy. Beat in egg. Stir in flour mixture alternately with milk.', 'Chill dough in the refrigerator for at least 2 hours, or overnight.', 'To make turnovers: Preheat the oven to 350 degrees F (175 degrees C).', 'Roll dough out to 1/4 inch thickness on a lightly floured surface. Cut into 3-inch squares. Spoon about 2 teaspoons of pie filling into the center of each square and fold over to form a triangle. Pinch seams to seal or press with the tines of a fork. Place at least 2 inches apart on a greased baking sheet. Brush with egg white.', 'Bake for 12 to 15 minutes in the preheated oven, or until golden brown on the top and bottom.']",30,56,163.0,27.0,19.0,1.0,3.0,3.0,119.0,9.0,5.0,"['butter', 'milk', 'wash', 'salt', 'sugar', 'extract', 'flour', 'egg', 'vanilla']",egg,"butter, milk","wash, salt, sugar, extract, flour, vanilla",nveg
US,Louisiana,Louisiana,Cajun Crabmeat Au Gratin,https://www.allrecipes.com/recipe/51653/cajun-crabmeat-au-gratin/,4.4,80.0,20.0,60.0,"This rich, cheesy crab dish is packed with flavor!","['2 egg yolks', '12 fluid ounces heavy cream', '0.25 cup butter', '1 large yellow onion, minced', '1 stalk celery, minced', '1.5 teaspoons salt', '0.5 teaspoon cayenne pepper', '1 teaspoon garlic powder', '1 teaspoon Creole seasoning', '0.25 cup all-purpose flour', '0.5 cup shredded Cheddar cheese', '0.5 cup shredded American cheese', '1 pound cooked crabmeat', '1 cup shredded sharp Cheddar cheese', '1 bunch green onions']","['Preheat oven to 400 degrees F (200 degrees C). Lightly grease a 9x9 inch baking dish. In a bowl, whip together the egg yolks and heavy cream.', 'Melt the butter in a large saucepan over medium heat. Saute the onion and celery about 5 minutes. Season with salt, cayenne pepper, garlic powder, and Creole seasoning. Reduce heat to low, cover, and simmer 20 minutes, stirring occasionally, until very tender.', 'Mix the flour into the saucepan, and cook and stir continuously for 5 minutes. Mix in the egg yolk mixture. Stir in the 1/2 cup Cheddar cheese and American cheese until melted. Remove from heat and fold in the crabmeat. Transfer the mixture to the prepared baking dish.', 'Bake 20 minutes in the preheated oven, until bubbly and lightly browned. Remove from heat and top with the sharp Cheddar cheese and green onions. Allow the cheese to melt before serving.']",8,87,476.0,10.0,212.0,1.0,25.0,23.0,1167.0,2.0,38.0,"['butter', 'cream', 'celery', 'salt', 'onion', 'cheddar', 'yolks', 'crabmeat', 'fluid', 'creole', 'cheese', 'pepper', 'flour', 'cayenne', 'egg', 'onions']",egg,"butter, cream, cheese, cheddar","celery, salt, onion, yolks, crabmeat, fluid, creole, pepper, flour, cayenne, onions",nveg
